index,ipca_29_84_comp_1,ipca_29_84_comp_2,ipca_29_84_comp_3,ipca_29_84_comp_4,ipca_29_84_comp_5,ipca_29_84_comp_6,ipca_29_84_comp_7,ipca_29_84_comp_8,ipca_29_84_comp_9,ipca_29_84_comp_10,ipca_29_84_comp_11,ipca_29_84_comp_12,ipca_29_84_comp_13,ipca_29_84_comp_14
21,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
22,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
27,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
28,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
29,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
30,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
33,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
35,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
37,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
45,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
46,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
57,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
59,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
70,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
71,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
73,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
74,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
77,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
78,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
80,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
81,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
82,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
83,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
84,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
86,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
87,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
88,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
89,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
90,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
91,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
92,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
93,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
96,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
97,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
98,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
99,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
100,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
101,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
102,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
103,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
105,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
107,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
112,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
115,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
116,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
123,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
124,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
127,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
129,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
140,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
141,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
143,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
144,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
147,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
148,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
150,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
151,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
152,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
153,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
154,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
156,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
157,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
158,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
159,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
160,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
161,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
162,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
163,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
165,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
166,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
167,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
168,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
169,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
170,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
171,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
172,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
173,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
175,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
177,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
182,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
184,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
185,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
186,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
190,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
193,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
194,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
197,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
199,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
203,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
204,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
210,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
211,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
213,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
214,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
216,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
217,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
218,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
220,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
221,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
222,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
223,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
224,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
226,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
227,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
228,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
229,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
230,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
231,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
232,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
233,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
235,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
236,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
237,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
238,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
239,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
240,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
241,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
242,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
243,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
245,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
246,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
247,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
252,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
254,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
255,-2e-06,-6.5e-06,6e-07,-5.4e-06,-2.86e-06,-4.4e-06,1.2e-06,5.25e-06,-3.46e-06,-1.3e-06,2e-07,2.8e-06,9e-07,-3.16e-06
