index,ipca_1_84_comp_1,ipca_1_84_comp_2,ipca_1_84_comp_3,ipca_1_84_comp_4,ipca_1_84_comp_5,ipca_1_84_comp_6,ipca_1_84_comp_7,ipca_1_84_comp_8,ipca_1_84_comp_9,ipca_1_84_comp_10,ipca_1_84_comp_11,ipca_1_84_comp_12,ipca_1_84_comp_13,ipca_1_84_comp_14
284,0.0444,0.05844,0.01901,0.04074,-0.1593,-0.1759,-0.03009,-0.3323,0.3328,-0.6616,-0.6167,0.2922,-0.2468,0.3323
286,-0.1305,-0.1627,-0.1783,-0.1581,0.0919,-0.2712,-0.3271,0.06274,0.4824,-0.481,0.6245,0.66,0.1527,-0.01103
287,-0.1266,-0.1603,-0.1316,-0.1248,0.2375,0.4329,0.03934,0.01898,-0.562,0.2327,0.565,-0.3218,0.4036,-0.3958
288,-0.2135,-0.2698,-0.23,-0.2245,0.3696,0.3665,-0.1572,0.08295,-0.228,-0.01329,0.3752,-0.0831,0.05542,-0.4717
290,-0.2135,-0.2698,-0.23,-0.2245,0.3696,0.3665,-0.1572,0.08295,-0.228,-0.01329,0.3752,-0.0831,0.05542,-0.4717
291,-0.03952,-0.05,-0.03964,-0.03275,0.0802,0.2213,0.0853,-0.0392,-0.1871,-0.02916,-0.2462,-0.096,-0.1327,-0.06586
292,0.2213,0.2793,0.2491,0.2585,-0.3416,0.1426,0.525,-0.2253,-0.4802,0.201,-0.6777,-0.3474,0.02719,0.416
293,-0.2123,-0.269,-0.22,-0.2224,0.3792,0.1998,-0.1793,0.3396,0.1488,0.00054,-0.0355,0.2451,-0.4917,-0.3481
294,-0.1285,-0.1615,-0.1549,-0.1415,0.1648,0.0808,-0.1439,0.04086,-0.03964,-0.1242,0.5947,0.1692,0.278,-0.2035
296,-0.04257,-0.05182,-0.07294,-0.0513,-0.002071,0.0358,-0.0759,-0.2742,-0.04193,-0.4,0.1942,0.0665,0.289,0.002571
297,0.7417,0.938,0.81,0.832,-1.22,-0.127,1.274,-0.8486,-0.734,0.1395,-2.13,-0.714,0.01036,1.51
298,0.653,0.828,0.6855,0.7207,-1.131,-0.1381,0.9707,-1.292,-0.4456,-0.6416,-2.5,-0.6685,-0.1276,1.439
299,0.397,0.498,0.4683,0.4563,-0.615,-0.465,0.7964,0.69,0.1738,0.8984,-0.9106,0.515,-0.7065,1.002
300,-0.0405,-0.04974,-0.05597,-0.04224,0.04562,0.10986,-0.04327,-0.2903,0.1443,-0.551,-0.8364,0.0398,-0.4697,0.0642
301,-0.2123,-0.269,-0.22,-0.2224,0.3792,0.1998,-0.1793,0.3396,0.1488,0.00054,-0.0355,0.2451,-0.4917,-0.3481
302,0.04645,0.05878,0.04523,0.0522,-0.1152,-0.231,0.0765,0.1755,0.3782,-0.1262,-0.4373,0.4844,-0.457,0.3262
303,-0.2135,-0.2698,-0.23,-0.2245,0.3696,0.3665,-0.1572,0.08295,-0.228,-0.01329,0.3752,-0.0831,0.05542,-0.4717
305,0.2152,0.279,0.1638,0.2167,-0.499,0.02988,0.05426,-1.743,0.09216,-1.913,-2.217,-0.4604,-0.2263,0.6885
306,-0.1285,-0.1615,-0.1549,-0.1415,0.1648,0.0808,-0.1439,0.04086,-0.03964,-0.1242,0.5947,0.1692,0.278,-0.2035
307,-0.2123,-0.269,-0.22,-0.2224,0.3792,0.1998,-0.1793,0.3396,0.1488,0.00054,-0.0355,0.2451,-0.4917,-0.3481
308,0.477,0.6064,0.4785,0.52,-0.889,-0.0669,0.696,-1.153,-0.673,-0.4749,-0.8486,-0.6284,0.819,0.9717
309,-0.1255,-0.1597,-0.1217,-0.12286,0.247,0.2664,0.0173,0.2756,-0.1849,0.2465,0.1542,0.006565,-0.1436,-0.2717
310,-0.03845,-0.0494,-0.02975,-0.03079,0.0897,0.05466,0.06323,0.2175,0.1897,-0.015305,-0.6567,0.2322,-0.6797,0.05804
311,-0.2135,-0.2698,-0.23,-0.2245,0.3696,0.3665,-0.1572,0.08295,-0.228,-0.01329,0.3752,-0.0831,0.05542,-0.4717
312,0.2191,0.2761,0.2386,0.257,-0.364,0.3462,0.6426,-0.2147,-1.374,0.86,1.354,-0.7847,1.67,0.1003
313,-0.03952,-0.05,-0.03964,-0.03275,0.0802,0.2213,0.0853,-0.0392,-0.1871,-0.02916,-0.2462,-0.096,-0.1327,-0.06586
315,0.2142,0.275,0.169,0.2068,-0.5693,-0.747,-0.003267,-0.4163,0.7095,-0.8833,-0.178,0.797,0.1984,0.869
316,-0.04556,-0.05457,-0.10333,-0.0751,-0.113,-0.557,-0.314,0.02057,0.671,-0.5923,0.8438,0.9126,0.3755,0.257
317,-0.03845,-0.0494,-0.02975,-0.03079,0.0897,0.05466,0.06323,0.2175,0.1897,-0.015305,-0.6567,0.2322,-0.6797,0.05804
