event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,tm_d,tm_w,tm_m,tm_y,tm_wm,tm_dw,tm_w_end
,,,,1,0,0,4,1,1,0,1,0,0
,,,,1,0,0,4,1,1,0,1,0,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,5,1,1,0,1,1,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
,,,,1,1,1,6,1,1,0,1,2,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
OrthodoxChristmas,Religious,,,1,1,0,7,1,1,0,1,3,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,0,1,8,1,1,0,2,4,0
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,1,1,9,1,1,0,2,5,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,1,0,0,10,1,1,0,2,6,1
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
,,,,0,1,1,11,2,1,0,2,0,0
